_state,id,researcher_id,experiment_id,participant_id,trial_num,item_id,item,response,timelimit,word_count,task_type,time_per_trial,left_page,created_at,item_unified,response_unified,google_creativity,anthropic_creativity,xai_creativity,kimi_creativity,mistral_creativity,prediction,modelname,prompt,task,text
<django.db.models.base.ModelState object at 0x7f23d23b6500>,72435,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,2,sctt-hg-5,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,fog or mist is forming,Submitted,5,Scientific Creative Thinking Task,120,3,2026-01-08 15:11:56.272903+00:00,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,Fog or mist is forming,10.0,15.0,10.0,nan,nan,0.4,SCTT-AI,why stars disappear from the sky,hypothesis,a creative hypothesis for why stars disappear from the sky is fog or mist is forming
<django.db.models.base.ModelState object at 0x7f23d23b6590>,72436,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,3,sctt-hg-5,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"the stars are actually still there, but your eyes are adjusting to the dark.",Submitted,14,Scientific Creative Thinking Task,120,4,2026-01-08 15:11:56.277699+00:00,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,"The stars are actually still there, but your eyes are adjusting to the dark.",15.0,15.0,10.0,nan,nan,0.67,SCTT-AI,why stars disappear from the sky,hypothesis,"a creative hypothesis for why stars disappear from the sky is the stars are actually still there, but your eyes are adjusting to the dark."
<django.db.models.base.ModelState object at 0x7f23d23b6620>,72437,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,4,sctt-hg-5,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,streetlights or nearby lights are making the stars harder to see,Submitted,11,Scientific Creative Thinking Task,120,6,2026-01-08 15:11:56.282343+00:00,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,Streetlights or nearby lights are making the stars harder to see,10.0,15.0,10.0,nan,nan,0.56,SCTT-AI,why stars disappear from the sky,hypothesis,a creative hypothesis for why stars disappear from the sky is streetlights or nearby lights are making the stars harder to see
<django.db.models.base.ModelState object at 0x7f23d23b66b0>,72438,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,5,sctt-hg-5,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,the moon is rising and making the stars look dimmer,Submitted,10,Scientific Creative Thinking Task,120,7,2026-01-08 15:11:56.287011+00:00,You look outside one night and see stars disappearing one by one from the sky. What hypotheses do you have about why that is?,The Moon is rising and making the stars look dimmer,15.0,15.0,20.0,nan,nan,0.58,SCTT-AI,why stars disappear from the sky,hypothesis,a creative hypothesis for why stars disappear from the sky is the moon is rising and making the stars look dimmer
<django.db.models.base.ModelState object at 0x7f23d23b75e0>,72465,rebeaty,7H4H7DwVobsViprPNEB4jm,66afcaa60f7d8f58dc21db8e,39,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,"what type of planet are you going to and , ",Submitted,9,Scientific Creative Thinking Task,120,1,2026-01-08 15:14:08.442927+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,"What type of planet are you going to and ,",10.0,15.0,10.0,nan,nan,0.51,SCTT-AI,a new planet outside of our galaxy,research question,"a creative research question for a new planet outside of our galaxy is what type of planet are you going to and , "
<django.db.models.base.ModelState object at 0x7f23d23b7670>,72466,rebeaty,7H4H7DwVobsViprPNEB4jm,66afcaa60f7d8f58dc21db8e,40,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,are we going to be hunging in the air ,Time Limit Hit,9,Scientific Creative Thinking Task,120,3,2026-01-08 15:14:08.449400+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Are we going to be hunging in the air,15.0,15.0,10.0,nan,nan,0.46,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is are we going to be hunging in the air 
<django.db.models.base.ModelState object at 0x7f23d23b7700>,72467,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,7,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,how do they talk to each other without speaking,Submitted,9,Scientific Creative Thinking Task,120,2,2026-01-08 15:14:29.812858+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,How do they talk to each other without speaking,15.0,15.0,10.0,nan,nan,0.31,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is how do they talk to each other without speaking
<django.db.models.base.ModelState object at 0x7f23d23b7790>,72468,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,8,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,do they use hand signs or gestures to communicate,Submitted,9,Scientific Creative Thinking Task,120,3,2026-01-08 15:14:29.819040+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,Do they use hand signs or gestures to communicate,15.0,15.0,10.0,nan,nan,0.46,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is do they use hand signs or gestures to communicate
<django.db.models.base.ModelState object at 0x7f23d23b7820>,72469,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,9,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,how do they show emotions like happiness or anger,Submitted,9,Scientific Creative Thinking Task,120,4,2026-01-08 15:14:29.824224+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,How do they show emotions like happiness or anger,20.0,22.0,20.0,nan,nan,0.62,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is how do they show emotions like happiness or anger
<django.db.models.base.ModelState object at 0x7f23d23b78b0>,72470,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,10,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,can they share stories or information without words,Submitted,8,Scientific Creative Thinking Task,120,5,2026-01-08 15:14:29.828452+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,Can they share stories or information without words,15.0,28.0,15.0,nan,nan,0.6,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is can they share stories or information without words
<django.db.models.base.ModelState object at 0x7f23d23b7940>,72471,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,11,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,how do children learn from adults without talking,Submitted,8,Scientific Creative Thinking Task,120,6,2026-01-08 15:14:29.832533+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,How do children learn from adults without talking,30.0,28.0,35.0,nan,nan,0.65,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is how do children learn from adults without talking
<django.db.models.base.ModelState object at 0x7f23d23b79d0>,72472,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,12,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,do they have any drawings or symbols to explain things,Submitted,10,Scientific Creative Thinking Task,120,7,2026-01-08 15:14:29.836494+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,Do they have any drawings or symbols to explain things,15.0,22.0,10.0,nan,nan,0.63,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is do they have any drawings or symbols to explain things
<django.db.models.base.ModelState object at 0x7f23d23b7a60>,72473,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,13,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,how do they ask for help or give instructions,Submitted,9,Scientific Creative Thinking Task,120,8,2026-01-08 15:14:29.840564+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,How do they ask for help or give instructions,20.0,28.0,20.0,nan,nan,0.59,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is how do they ask for help or give instructions
<django.db.models.base.ModelState object at 0x7f23d23b7af0>,72474,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,14,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,can visitors understand their way of communicating,Submitted,7,Scientific Creative Thinking Task,120,9,2026-01-08 15:14:29.844569+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,Can visitors understand their way of communicating,15.0,15.0,10.0,nan,nan,0.59,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is can visitors understand their way of communicating
<django.db.models.base.ModelState object at 0x7f23d23c88b0>,72498,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,16,sctt-rq-1,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,how does the robot learn new things like a human,Submitted,10,Scientific Creative Thinking Task,120,1,2026-01-08 15:16:43.995916+00:00,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,How does the robot learn new things like a human,10.0,15.0,10.0,nan,nan,0.44,SCTT-AI,a robot that can learn and think like humans,research question,a creative research question for a robot that can learn and think like humans is how does the robot learn new things like a human
<django.db.models.base.ModelState object at 0x7f23d23c8940>,72499,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,17,sctt-rq-1,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,can the robot feel or recognize emotions,Submitted,7,Scientific Creative Thinking Task,120,2,2026-01-08 15:16:44.001838+00:00,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,Can the robot feel or recognize emotions,15.0,28.0,20.0,nan,nan,0.57,SCTT-AI,a robot that can learn and think like humans,research question,a creative research question for a robot that can learn and think like humans is can the robot feel or recognize emotions
<django.db.models.base.ModelState object at 0x7f23d23c89d0>,72500,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,18,sctt-rq-1,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,how does it make decisions in new situations,Submitted,8,Scientific Creative Thinking Task,120,3,2026-01-08 15:16:44.005984+00:00,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,How does it make decisions in new situations,20.0,28.0,25.0,nan,nan,0.56,SCTT-AI,a robot that can learn and think like humans,research question,a creative research question for a robot that can learn and think like humans is how does it make decisions in new situations
<django.db.models.base.ModelState object at 0x7f23d23c8a60>,72501,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,19,sctt-rq-1,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,can robot understand abstract ideas or concepts,Submitted,7,Scientific Creative Thinking Task,120,4,2026-01-08 15:16:44.010269+00:00,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,Can robot understand abstract ideas or concepts,20.0,28.0,20.0,nan,nan,0.67,SCTT-AI,a robot that can learn and think like humans,research question,a creative research question for a robot that can learn and think like humans is can robot understand abstract ideas or concepts
<django.db.models.base.ModelState object at 0x7f23d23c8af0>,72502,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,20,sctt-rq-1,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,how fast does it learn compared to humans,Submitted,8,Scientific Creative Thinking Task,120,5,2026-01-08 15:16:44.014441+00:00,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,How fast does it learn compared to humans,15.0,18.0,10.0,nan,nan,0.53,SCTT-AI,a robot that can learn and think like humans,research question,a creative research question for a robot that can learn and think like humans is how fast does it learn compared to humans
<django.db.models.base.ModelState object at 0x7f23d23c8b80>,72503,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,21,sctt-rq-1,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,does it remember experiences like humans do,Submitted,7,Scientific Creative Thinking Task,120,6,2026-01-08 15:16:44.018403+00:00,You are introduced to a robot that can learn and think like humans. What scientific questions could you ask about this?,Does it remember experiences like humans do,20.0,22.0,10.0,nan,nan,0.73,SCTT-AI,a robot that can learn and think like humans,research question,a creative research question for a robot that can learn and think like humans is does it remember experiences like humans do
<django.db.models.base.ModelState object at 0x7f23d23c9b40>,72531,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,23,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,what is the atmosphere made of,Submitted,6,Scientific Creative Thinking Task,120,1,2026-01-08 15:18:57.753926+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,What is the atmosphere made of,10.0,15.0,10.0,nan,nan,0.52,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is what is the atmosphere made of
<django.db.models.base.ModelState object at 0x7f23d23c9bd0>,72532,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,24,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,are there any forms of life on the planet,Submitted,9,Scientific Creative Thinking Task,120,2,2026-01-08 15:18:57.759997+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Are there any forms of life on the planet,10.0,15.0,10.0,nan,nan,0.34,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is are there any forms of life on the planet
<django.db.models.base.ModelState object at 0x7f23d23c9c60>,72533,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,25,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,what is the temperature on the surface,Submitted,7,Scientific Creative Thinking Task,120,3,2026-01-08 15:18:57.764120+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,What is the temperature on the surface,10.0,15.0,10.0,nan,nan,0.43,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is what is the temperature on the surface
<django.db.models.base.ModelState object at 0x7f23d23c9cf0>,72534,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,26,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,are there weather patterns like wind or storms,Submitted,8,Scientific Creative Thinking Task,120,4,2026-01-08 15:18:57.768135+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Are there weather patterns like wind or storms,15.0,15.0,10.0,nan,nan,0.64,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is are there weather patterns like wind or storms
<django.db.models.base.ModelState object at 0x7f23d23c9d80>,72535,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,27,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,how does the planet rotate and orbit its star,Submitted,9,Scientific Creative Thinking Task,120,5,2026-01-08 15:18:57.772048+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,How does the planet rotate and orbit its star,10.0,15.0,10.0,nan,nan,0.62,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is how does the planet rotate and orbit its star
<django.db.models.base.ModelState object at 0x7f23d23c9e10>,72536,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,28,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,what minerals or resources are on the planet,Submitted,8,Scientific Creative Thinking Task,120,6,2026-01-08 15:18:57.775931+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,What minerals or resources are on the planet,15.0,15.0,10.0,nan,nan,0.53,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is what minerals or resources are on the planet
<django.db.models.base.ModelState object at 0x7f23d23c9ea0>,72537,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,29,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,are there signs of past or present geological activity,Submitted,9,Scientific Creative Thinking Task,120,7,2026-01-08 15:18:57.780220+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Are there signs of past or present geological activity,15.0,18.0,10.0,nan,nan,0.69,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is are there signs of past or present geological activity
<django.db.models.base.ModelState object at 0x7f23d23c9f30>,72538,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,30,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,what types of plants or organisms can survive there,Time Limit Hit,9,Scientific Creative Thinking Task,120,8,2026-01-08 15:18:57.784357+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,What types of plants or organisms can survive there,15.0,18.0,10.0,nan,nan,0.34,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is what types of plants or organisms can survive there
<django.db.models.base.ModelState object at 0x7f23d23cacb0>,72562,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,31,sctt-hg-3,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,one lake is deeper so it holds heat differently,Submitted,9,Scientific Creative Thinking Task,120,1,2026-01-08 15:21:04.441625+00:00,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,One lake is deeper so it holds heat differently,15.0,22.0,20.0,nan,nan,0.41,SCTT-AI,why water is warmer in one lake than another,hypothesis,a creative hypothesis for why water is warmer in one lake than another is one lake is deeper so it holds heat differently
<django.db.models.base.ModelState object at 0x7f23d23cad40>,72563,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,32,sctt-hg-3,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,one lake has less shade from trees or mountains,Submitted,9,Scientific Creative Thinking Task,120,2,2026-01-08 15:21:04.448293+00:00,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,One lake has less shade from trees or mountains,15.0,15.0,10.0,nan,nan,0.49,SCTT-AI,why water is warmer in one lake than another,hypothesis,a creative hypothesis for why water is warmer in one lake than another is one lake has less shade from trees or mountains
<django.db.models.base.ModelState object at 0x7f23d23cadd0>,72564,rebeaty,7H4H7DwVobsViprPNEB4jm,67606c975d33dc79c280063e,33,sctt-hg-3,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,one lake has less water movement so it heats up faster,Submitted,11,Scientific Creative Thinking Task,120,4,2026-01-08 15:21:04.452725+00:00,You notice that the water in one lake is warmer than the water in another lake even though they both get the same amount of sunlight. What hypotheses do you have about why that is?,One lake has less water movement so it heats up faster,20.0,22.0,20.0,nan,nan,0.49,SCTT-AI,why water is warmer in one lake than another,hypothesis,a creative hypothesis for why water is warmer in one lake than another is one lake has less water movement so it heats up faster
<django.db.models.base.ModelState object at 0x7f23d23cb490>,72576,rebeaty,7H4H7DwVobsViprPNEB4jm,6786d7955dfbf40eae7ed3d9,25,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,is this planet habitable?,Submitted,4,Scientific Creative Thinking Task,120,0,2026-01-08 15:22:18.318955+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Is this planet habitable?,10.0,15.0,10.0,nan,nan,0.39,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is is this planet habitable?
<django.db.models.base.ModelState object at 0x7f23d23cb520>,72577,rebeaty,7H4H7DwVobsViprPNEB4jm,6786d7955dfbf40eae7ed3d9,26,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,does this planet have oxygen?,Submitted,5,Scientific Creative Thinking Task,120,0,2026-01-08 15:22:18.325169+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Does this planet have oxygen?,10.0,15.0,10.0,nan,nan,0.5,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is does this planet have oxygen?
<django.db.models.base.ModelState object at 0x7f23d23cb5b0>,72578,rebeaty,7H4H7DwVobsViprPNEB4jm,6786d7955dfbf40eae7ed3d9,27,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,what chemicals/gases/elements form this planet?,Submitted,7,Scientific Creative Thinking Task,120,0,2026-01-08 15:22:18.330173+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,What chemicals/gases/elements form this planet?,10.0,18.0,10.0,nan,nan,0.65,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is what chemicals/gases/elements form this planet?
<django.db.models.base.ModelState object at 0x7f23d23cb640>,72579,rebeaty,7H4H7DwVobsViprPNEB4jm,6786d7955dfbf40eae7ed3d9,28,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,what is the average temperature of this planet?,Submitted,8,Scientific Creative Thinking Task,120,0,2026-01-08 15:22:18.335158+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,What is the average temperature of this planet?,10.0,12.0,10.0,nan,nan,0.45,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is what is the average temperature of this planet?
<django.db.models.base.ModelState object at 0x7f23d23cb6d0>,72580,rebeaty,7H4H7DwVobsViprPNEB4jm,6786d7955dfbf40eae7ed3d9,29,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,is this planet inhabited by a species?,Submitted,7,Scientific Creative Thinking Task,120,0,2026-01-08 15:22:18.339958+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Is this planet inhabited by a species?,10.0,15.0,10.0,nan,nan,0.37,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is is this planet inhabited by a species?
<django.db.models.base.ModelState object at 0x7f23d23cb760>,72581,rebeaty,7H4H7DwVobsViprPNEB4jm,6786d7955dfbf40eae7ed3d9,30,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,how long has this planet been present for?,Submitted,8,Scientific Creative Thinking Task,120,0,2026-01-08 15:22:18.344125+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,How long has this planet been present for?,15.0,15.0,10.0,nan,nan,0.73,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is how long has this planet been present for?
<django.db.models.base.ModelState object at 0x7f23d23cb7f0>,72582,rebeaty,7H4H7DwVobsViprPNEB4jm,6786d7955dfbf40eae7ed3d9,31,sctt-rq-2,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,is it safe to travel to the planet?,Submitted,8,Scientific Creative Thinking Task,120,0,2026-01-08 15:22:18.348183+00:00,You travel on a spaceship to a new planet outside of our galaxy. What scientific questions could you ask about this planet?,Is it safe to travel to the planet?,10.0,15.0,10.0,nan,nan,0.51,SCTT-AI,a new planet outside of our galaxy,research question,a creative research question for a new planet outside of our galaxy is is it safe to travel to the planet?
<django.db.models.base.ModelState object at 0x7f23d23cbbe0>,72589,rebeaty,7H4H7DwVobsViprPNEB4jm,66afcaa60f7d8f58dc21db8e,41,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,how do they communicate or their way of communicating ,Submitted,9,Scientific Creative Thinking Task,120,1,2026-01-08 15:22:43.327222+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,How do they communicate or their way of communicating,10.0,15.0,10.0,nan,nan,0.33,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is how do they communicate or their way of communicating 
<django.db.models.base.ModelState object at 0x7f23d23cbc70>,72590,rebeaty,7H4H7DwVobsViprPNEB4jm,66afcaa60f7d8f58dc21db8e,42,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,how do they understand each other ,Submitted,6,Scientific Creative Thinking Task,120,1,2026-01-08 15:22:43.333050+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,How do they understand each other,10.0,15.0,10.0,nan,nan,0.31,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is how do they understand each other 
<django.db.models.base.ModelState object at 0x7f23d23cbd00>,72591,rebeaty,7H4H7DwVobsViprPNEB4jm,66afcaa60f7d8f58dc21db8e,43,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,are they deaf and dumb or have any particualr sickness ,Submitted,10,Scientific Creative Thinking Task,120,1,2026-01-08 15:22:43.337099+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,Are they deaf and dumb or have any particualr sickness,15.0,15.0,10.0,nan,nan,0.58,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is are they deaf and dumb or have any particualr sickness 
<django.db.models.base.ModelState object at 0x7f23d23cbd90>,72592,rebeaty,7H4H7DwVobsViprPNEB4jm,66afcaa60f7d8f58dc21db8e,44,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,do people who an speak come around to help them or they do evrything on their own ,Submitted,17,Scientific Creative Thinking Task,120,1,2026-01-08 15:22:43.341193+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,Do people who an speak come around to help them or they do evrything on their own,15.0,15.0,10.0,nan,nan,0.53,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is do people who an speak come around to help them or they do evrything on their own 
<django.db.models.base.ModelState object at 0x7f23d23cbe20>,72593,rebeaty,7H4H7DwVobsViprPNEB4jm,66afcaa60f7d8f58dc21db8e,45,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,what is theri favriote way of talking ,Submitted,7,Scientific Creative Thinking Task,120,1,2026-01-08 15:22:43.345244+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,What is theri favriote way of talking,15.0,12.0,10.0,nan,nan,0.44,SCTT-AI,a remote island with nonverbal communication,research question,a creative research question for a remote island with nonverbal communication is what is theri favriote way of talking 
<django.db.models.base.ModelState object at 0x7f23d23cbf40>,72595,rebeaty,7H4H7DwVobsViprPNEB4jm,5d89106d1719af0001ee23e5,27,sctt-rq-5,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,"how do they find food, what do they eat?",Submitted,9,Scientific Creative Thinking Task,120,0,2026-01-08 15:22:52.956502+00:00,You travel to a remote island and find people that do not communicate verbally. What scientific questions could you ask about the people of the island?,"How do they find food, what do they eat?",10.0,15.0,10.0,nan,nan,0.39,SCTT-AI,a remote island with nonverbal communication,research question,"a creative research question for a remote island with nonverbal communication is how do they find food, what do they eat?"
