_state,id,researcher_id,experiment_id,participant_id,trial_num,item_id,item,response,timelimit,word_count,task_type,time_per_trial,left_page,created_at,item_unified,response_unified,google_creativity,anthropic_creativity,xai_creativity,kimi_creativity,mistral_creativity,prediction,modelname,text
<django.db.models.base.ModelState object at 0x7f23d1a27df0>,76467,rebeaty,7H4H7DwVobsViprPNEB4jm,69137ce487ad8fc2193bcb12,27,aut-4,BUCKET,dinner bell,Submitted,2,Alternate Uses Task,120,0,2026-01-08 17:55:01.438836+00:00,BUCKET,dinner bell,30.0,28.0,35.0,25.0,20.0,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: dinner bell"
<django.db.models.base.ModelState object at 0x7f23d1a27e80>,76468,rebeaty,7H4H7DwVobsViprPNEB4jm,69137ce487ad8fc2193bcb12,28,aut-4,BUCKET,sd,Time Limit Hit,1,Alternate Uses Task,120,0,2026-01-08 17:55:01.442486+00:00,BUCKET,sd,10.0,10.0,10.0,10.0,10.0,0.19,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: sd"
<django.db.models.base.ModelState object at 0x7f23d1a355d0>,76509,rebeaty,7H4H7DwVobsViprPNEB4jm,69137ce487ad8fc2193bcb12,29,aut-10,PENCIL,inner ear scratcher,Submitted,3,Alternate Uses Task,120,1,2026-01-08 17:57:26.260611+00:00,PENCIL,inner ear scratcher,20.0,28.0,35.0,45.0,35.0,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: inner ear scratcher"
<django.db.models.base.ModelState object at 0x7f23d1a35660>,76510,rebeaty,7H4H7DwVobsViprPNEB4jm,69137ce487ad8fc2193bcb12,30,aut-10,PENCIL,shish(?)kabob,Submitted,2,Alternate Uses Task,120,1,2026-01-08 17:57:26.268208+00:00,PENCIL,shish(?)kabob,40.0,38.0,35.0,35.0,35.0,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: shish(?)kabob"
<django.db.models.base.ModelState object at 0x7f23d1a356f0>,76511,rebeaty,7H4H7DwVobsViprPNEB4jm,69137ce487ad8fc2193bcb12,31,aut-10,PENCIL,fingernail file,Submitted,2,Alternate Uses Task,120,1,2026-01-08 17:57:26.272257+00:00,PENCIL,fingernail file,20.0,28.0,45.0,25.0,25.0,0.46,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: fingernail file"
<django.db.models.base.ModelState object at 0x7f23d1a35780>,76512,rebeaty,7H4H7DwVobsViprPNEB4jm,69137ce487ad8fc2193bcb12,32,aut-10,PENCIL,toothpick,Submitted,1,Alternate Uses Task,120,1,2026-01-08 17:57:26.276403+00:00,PENCIL,toothpick,15.0,15.0,25.0,15.0,15.0,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: toothpick"
<django.db.models.base.ModelState object at 0x7f23d1a35810>,76513,rebeaty,7H4H7DwVobsViprPNEB4jm,69137ce487ad8fc2193bcb12,33,aut-10,PENCIL,kindling,Submitted,1,Alternate Uses Task,120,1,2026-01-08 17:57:26.280255+00:00,PENCIL,kindling,20.0,28.0,35.0,45.0,25.0,0.46,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: kindling"
<django.db.models.base.ModelState object at 0x7f23d1a358a0>,76514,rebeaty,7H4H7DwVobsViprPNEB4jm,69137ce487ad8fc2193bcb12,34,aut-10,PENCIL,baseball bat,Submitted,2,Alternate Uses Task,120,1,2026-01-08 17:57:26.284269+00:00,PENCIL,baseball bat,30.0,15.0,25.0,25.0,20.0,0.63,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: baseball bat"
<django.db.models.base.ModelState object at 0x7f23d1a35930>,76515,rebeaty,7H4H7DwVobsViprPNEB4jm,69137ce487ad8fc2193bcb12,35,aut-10,PENCIL,hair curler,Submitted,2,Alternate Uses Task,120,1,2026-01-08 17:57:26.288166+00:00,PENCIL,hair curler,35.0,38.0,35.0,35.0,28.0,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: hair curler"
<django.db.models.base.ModelState object at 0x7f23d1a4b400>,76682,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,52,aut-4,BUCKET,a hard hat,Submitted,3,Alternate Uses Task,120,1,2026-01-08 18:09:06.055783+00:00,BUCKET,a hard hat,25.0,15.0,35.0,15.0,20.0,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: a hard hat"
<django.db.models.base.ModelState object at 0x7f23d1a4b490>,76683,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,53,aut-4,BUCKET,a step stool when placed upside down,Submitted,7,Alternate Uses Task,120,1,2026-01-08 18:09:06.061470+00:00,BUCKET,a step stool when placed upside down,20.0,28.0,45.0,35.0,30.0,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: a step stool when placed upside down"
<django.db.models.base.ModelState object at 0x7f23d1a4b520>,76684,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,54,aut-4,BUCKET,tap shoes for a cow,Submitted,5,Alternate Uses Task,120,1,2026-01-08 18:09:06.067603+00:00,BUCKET,tap shoes for a cow,45.0,38.0,45.0,45.0,35.0,0.53,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: tap shoes for a cow"
<django.db.models.base.ModelState object at 0x7f23d1a4b5b0>,76685,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,55,aut-4,BUCKET,replacement drum set,Submitted,3,Alternate Uses Task,120,1,2026-01-08 18:09:06.071728+00:00,BUCKET,replacement drum set,30.0,28.0,35.0,35.0,25.0,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: replacement drum set"
<django.db.models.base.ModelState object at 0x7f23d1a4b640>,76686,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,56,aut-4,BUCKET,a toilet for a person out in the wild,Submitted,9,Alternate Uses Task,120,1,2026-01-08 18:09:06.075640+00:00,BUCKET,a toilet for a person out in the wild,20.0,28.0,35.0,25.0,25.0,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: a toilet for a person out in the wild"
<django.db.models.base.ModelState object at 0x7f23d1a58640>,76714,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,58,aut-8,KNIFE,replacement for darts in a dart game,Submitted,7,Alternate Uses Task,120,0,2026-01-08 18:11:09.920766+00:00,KNIFE,replacement for darts in a dart game,20.0,28.0,35.0,35.0,25.0,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: replacement for darts in a dart game"
<django.db.models.base.ModelState object at 0x7f23d1a586d0>,76715,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,59,aut-8,KNIFE,tooth pick,Submitted,2,Alternate Uses Task,120,0,2026-01-08 18:11:09.924552+00:00,KNIFE,tooth pick,25.0,28.0,45.0,15.0,15.0,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: tooth pick"
<django.db.models.base.ModelState object at 0x7f23d1a58760>,76716,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,60,aut-8,KNIFE,scissors to cut hair,Submitted,4,Alternate Uses Task,120,0,2026-01-08 18:11:09.926765+00:00,KNIFE,scissors to cut hair,15.0,15.0,35.0,15.0,20.0,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: scissors to cut hair"
<django.db.models.base.ModelState object at 0x7f23d1a587f0>,76717,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,61,aut-8,KNIFE,use a bunch as cleats in the bottom of a golf shoe,Submitted,12,Alternate Uses Task,120,0,2026-01-08 18:11:09.928824+00:00,KNIFE,use a bunch as cleats in the bottom of a golf shoe,40.0,38.0,45.0,45.0,38.0,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: use a bunch as cleats in the bottom of a golf shoe"
<django.db.models.base.ModelState object at 0x7f23d1a58880>,76718,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,62,aut-8,KNIFE,a paper weight,Submitted,3,Alternate Uses Task,120,0,2026-01-08 18:11:09.931105+00:00,KNIFE,a paper weight,20.0,28.0,45.0,15.0,20.0,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: a paper weight"
<django.db.models.base.ModelState object at 0x7f23d1a58910>,76719,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,63,aut-8,KNIFE,a car rearview mirror,Submitted,4,Alternate Uses Task,120,1,2026-01-08 18:11:09.933097+00:00,KNIFE,a car rearview mirror,20.0,38.0,45.0,15.0,25.0,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object KNIFE is: a car rearview mirror"
<django.db.models.base.ModelState object at 0x7f23d1a592a0>,76737,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,44,aut-2,BRICK,it can become a decoration/ornament for house interior. put it on a bedside table,Submitted,15,Alternate Uses Task,120,0,2026-01-08 18:12:17.436852+00:00,BRICK,It can become a decoration/ornament for house interior. Put it on a bedside table,20.0,15.0,15.0,15.0,25.0,0.45,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: it can become a decoration/ornament for house interior. put it on a bedside table"
<django.db.models.base.ModelState object at 0x7f23d1a59330>,76738,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,45,aut-2,BRICK,it can be used to make a mobile phone. a mobile phone could be made out of brick,Submitted,18,Alternate Uses Task,120,0,2026-01-08 18:12:17.448852+00:00,BRICK,It can be used to make a mobile phone. A mobile phone could be made out of brick,15.0,15.0,25.0,15.0,25.0,0.52,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: it can be used to make a mobile phone. a mobile phone could be made out of brick"
<django.db.models.base.ModelState object at 0x7f23d1a593c0>,76739,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,46,aut-2,BRICK,"wall art for the house, the art can be brick pieces",Submitted,11,Alternate Uses Task,120,0,2026-01-08 18:12:17.453324+00:00,BRICK,"Wall art for the house, the art can be brick pieces",25.0,18.0,25.0,15.0,25.0,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: wall art for the house, the art can be brick pieces"
<django.db.models.base.ModelState object at 0x7f23d1a59450>,76740,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,47,aut-2,BRICK,a ring made out of brick,Submitted,6,Alternate Uses Task,120,0,2026-01-08 18:12:17.457248+00:00,BRICK,A ring made out of brick,38.0,28.0,35.0,25.0,28.0,0.57,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: a ring made out of brick"
<django.db.models.base.ModelState object at 0x7f23d1a594e0>,76741,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,48,aut-2,BRICK,tiles made out of brick,Submitted,5,Alternate Uses Task,120,0,2026-01-08 18:12:17.461077+00:00,BRICK,tiles made out of brick,15.0,12.0,10.0,15.0,20.0,0.6,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: tiles made out of brick"
<django.db.models.base.ModelState object at 0x7f23d1a59ba0>,76753,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,65,aut-10,PENCIL,an arrow,Submitted,2,Alternate Uses Task,120,0,2026-01-08 18:13:15.786256+00:00,PENCIL,an arrow,20.0,28.0,35.0,25.0,25.0,0.62,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: an arrow"
<django.db.models.base.ModelState object at 0x7f23d1a59c30>,76754,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,66,aut-10,PENCIL,chop sticks,Submitted,2,Alternate Uses Task,120,0,2026-01-08 18:13:15.792500+00:00,PENCIL,chop sticks,30.0,28.0,35.0,25.0,15.0,0.58,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: chop sticks"
<django.db.models.base.ModelState object at 0x7f23d1a59cc0>,76755,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,67,aut-10,PENCIL,a hair accessory,Submitted,3,Alternate Uses Task,120,0,2026-01-08 18:13:15.796455+00:00,PENCIL,a hair accessory,20.0,28.0,35.0,25.0,35.0,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: a hair accessory"
<django.db.models.base.ModelState object at 0x7f23d1a59d50>,76756,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,68,aut-10,PENCIL,skewer for barbeque,Submitted,3,Alternate Uses Task,120,0,2026-01-08 18:13:15.800218+00:00,PENCIL,skewer for barbeque,20.0,28.0,35.0,35.0,28.0,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: skewer for barbeque"
<django.db.models.base.ModelState object at 0x7f23d1a59de0>,76757,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,69,aut-10,PENCIL,keep a bouque of flowers together,Submitted,6,Alternate Uses Task,120,0,2026-01-08 18:13:15.803948+00:00,PENCIL,keep a bouque of flowers together,20.0,15.0,10.0,25.0,25.0,0.56,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: keep a bouque of flowers together"
<django.db.models.base.ModelState object at 0x7f23d1a59e70>,76758,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,70,aut-10,PENCIL,glue a bunch together to make a coaster,Submitted,8,Alternate Uses Task,120,0,2026-01-08 18:13:15.807731+00:00,PENCIL,glue a bunch together to make a coaster,30.0,22.0,35.0,25.0,25.0,0.63,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: glue a bunch together to make a coaster"
<django.db.models.base.ModelState object at 0x7f23d1a5a890>,76776,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,50,aut-13,SOCK,"used as a hairband, can be cut and resized to fit head",Submitted,12,Alternate Uses Task,120,0,2026-01-08 18:14:28.409533+00:00,SOCK,"used as a hairband, can be cut and resized to fit head",25.0,22.0,35.0,15.0,30.0,0.54,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: used as a hairband, can be cut and resized to fit head"
<django.db.models.base.ModelState object at 0x7f23d1a5a920>,76777,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,51,aut-13,SOCK,used as a kitchen towel to wipe away dirt,Submitted,9,Alternate Uses Task,120,0,2026-01-08 18:14:28.416877+00:00,SOCK,used as a kitchen towel to wipe away dirt,20.0,18.0,35.0,15.0,20.0,0.48,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: used as a kitchen towel to wipe away dirt"
<django.db.models.base.ModelState object at 0x7f23d1a5a9b0>,76778,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,52,aut-13,SOCK,can be used as a bag to carry your items in when you go outside,Submitted,15,Alternate Uses Task,120,0,2026-01-08 18:14:28.420989+00:00,SOCK,can be used as a bag to carry your items in when you go outside,20.0,15.0,15.0,15.0,25.0,0.52,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: can be used as a bag to carry your items in when you go outside"
<django.db.models.base.ModelState object at 0x7f23d1a5aa40>,76779,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,53,aut-13,SOCK,can be used as a bookmark when reading a book,Submitted,10,Alternate Uses Task,120,0,2026-01-08 18:14:28.425257+00:00,SOCK,can be used as a bookmark when reading a book,20.0,18.0,35.0,20.0,25.0,0.6,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: can be used as a bookmark when reading a book"
<django.db.models.base.ModelState object at 0x7f23d1a5aad0>,76780,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,54,aut-13,SOCK,can be used as a tissue,Submitted,6,Alternate Uses Task,120,0,2026-01-08 18:14:28.429696+00:00,SOCK,can be used as a tissue,20.0,15.0,35.0,15.0,20.0,0.53,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: can be used as a tissue"
<django.db.models.base.ModelState object at 0x7f23d1a5b2b0>,76794,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,72,aut-2,BRICK,hold a door open,Submitted,4,Alternate Uses Task,120,0,2026-01-08 18:15:18.704410+00:00,BRICK,hold a door open,15.0,12.0,35.0,15.0,15.0,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: hold a door open"
<django.db.models.base.ModelState object at 0x7f23d1a5b340>,76795,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,73,aut-2,BRICK,use as a knife sharpener,Submitted,5,Alternate Uses Task,120,0,2026-01-08 18:15:18.710968+00:00,BRICK,use as a knife sharpener,30.0,28.0,35.0,25.0,25.0,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: use as a knife sharpener"
<django.db.models.base.ModelState object at 0x7f23d1a5b3d0>,76796,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,74,aut-2,BRICK,tie them to bottom of shoe for exercise,Submitted,8,Alternate Uses Task,120,0,2026-01-08 18:15:18.715653+00:00,BRICK,tie them to bottom of shoe for exercise,30.0,22.0,45.0,25.0,28.0,0.44,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: tie them to bottom of shoe for exercise"
<django.db.models.base.ModelState object at 0x7f23d1a5b460>,76797,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,75,aut-2,BRICK,shooting targets,Submitted,2,Alternate Uses Task,120,0,2026-01-08 18:15:18.719917+00:00,BRICK,shooting targets,20.0,18.0,10.0,25.0,28.0,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: shooting targets"
<django.db.models.base.ModelState object at 0x7f23d1a5b4f0>,76798,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,76,aut-2,BRICK,tie it to chairs so they dont fly away in storms,Submitted,11,Alternate Uses Task,120,0,2026-01-08 18:15:18.723937+00:00,BRICK,tie it to chairs so they dont fly away in storms,30.0,15.0,45.0,45.0,35.0,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BRICK is: tie it to chairs so they dont fly away in storms"
<django.db.models.base.ModelState object at 0x7f23d1a6c100>,76819,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,56,aut-4,BUCKET,can be used as a hat,Submitted,6,Alternate Uses Task,120,0,2026-01-08 18:16:34.405071+00:00,BUCKET,can be used as a hat,20.0,18.0,35.0,15.0,25.0,0.51,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: can be used as a hat"
<django.db.models.base.ModelState object at 0x7f23d1a6c190>,76820,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,57,aut-4,BUCKET,"can be used as a bag e.g like a designer item, carrying a bucket",Submitted,15,Alternate Uses Task,120,0,2026-01-08 18:16:34.411122+00:00,BUCKET,"can be used as a bag e.g like a designer item, carrying a bucket",30.0,22.0,20.0,15.0,25.0,0.39,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: can be used as a bag e.g like a designer item, carrying a bucket"
<django.db.models.base.ModelState object at 0x7f23d1a6c220>,76821,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,58,aut-4,BUCKET,can be used as a toilet,Submitted,6,Alternate Uses Task,120,0,2026-01-08 18:16:34.416130+00:00,BUCKET,can be used as a toilet,15.0,15.0,20.0,15.0,15.0,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: can be used as a toilet"
<django.db.models.base.ModelState object at 0x7f23d1a6c2b0>,76822,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,59,aut-4,BUCKET,can be used to serve food in,Submitted,7,Alternate Uses Task,120,0,2026-01-08 18:16:34.420251+00:00,BUCKET,can be used to serve food in,20.0,12.0,10.0,15.0,15.0,0.31,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: can be used to serve food in"
<django.db.models.base.ModelState object at 0x7f23d1a6c340>,76823,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,60,aut-4,BUCKET,can drink your coffee/tea out of it. so essentially using it like a cup/mug,Submitted,16,Alternate Uses Task,120,0,2026-01-08 18:16:34.424264+00:00,BUCKET,can drink your coffee/tea out of it. so essentially using it like a cup/mug,20.0,12.0,20.0,10.0,10.0,0.47,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: can drink your coffee/tea out of it. so essentially using it like a cup/mug"
<django.db.models.base.ModelState object at 0x7f23d1a6c3d0>,76824,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,61,aut-4,BUCKET,as a stool,Time Limit Hit,3,Alternate Uses Task,120,0,2026-01-08 18:16:34.428820+00:00,BUCKET,as a stool,20.0,28.0,35.0,15.0,25.0,0.41,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: as a stool"
<django.db.models.base.ModelState object at 0x7f23d1a6cb20>,76837,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,78,aut-13,SOCK,a puppet for kids,Submitted,4,Alternate Uses Task,120,1,2026-01-08 18:17:29.832348+00:00,SOCK,a puppet for kids,15.0,18.0,10.0,15.0,28.0,0.69,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: a puppet for kids"
<django.db.models.base.ModelState object at 0x7f23d1a6cbb0>,76838,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,79,aut-13,SOCK,tie together with other socks to get out of a burning building,Submitted,12,Alternate Uses Task,120,1,2026-01-08 18:17:29.838053+00:00,SOCK,tie together with other socks to get out of a burning building,40.0,28.0,35.0,45.0,35.0,0.61,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: tie together with other socks to get out of a burning building"
<django.db.models.base.ModelState object at 0x7f23d1a6cc40>,76839,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,80,aut-13,SOCK,store nuts and bolts so they dont get lost,Submitted,9,Alternate Uses Task,120,1,2026-01-08 18:17:29.842596+00:00,SOCK,store nuts and bolts so they dont get lost,25.0,22.0,15.0,15.0,25.0,0.38,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: store nuts and bolts so they dont get lost"
<django.db.models.base.ModelState object at 0x7f23d1a6ccd0>,76840,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,81,aut-13,SOCK,place on hands instead of mittens,Submitted,6,Alternate Uses Task,120,1,2026-01-08 18:17:29.846733+00:00,SOCK,place on hands instead of mittens,20.0,22.0,35.0,15.0,35.0,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: place on hands instead of mittens"
<django.db.models.base.ModelState object at 0x7f23d1a6cd60>,76841,rebeaty,7H4H7DwVobsViprPNEB4jm,65f650bc80653ddbcb45e6a5,82,aut-13,SOCK,use as a tea bag,Submitted,5,Alternate Uses Task,120,1,2026-01-08 18:17:29.851011+00:00,SOCK,use as a tea bag,35.0,28.0,45.0,15.0,30.0,0.5,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object SOCK is: use as a tea bag"
<django.db.models.base.ModelState object at 0x7f23d1a6da50>,76871,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,62,aut-10,PENCIL,can be used as a back scratcher ,Submitted,7,Alternate Uses Task,120,0,2026-01-08 18:18:41.286614+00:00,PENCIL,can be used as a back scratcher,20.0,18.0,25.0,15.0,25.0,0.55,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: can be used as a back scratcher "
<django.db.models.base.ModelState object at 0x7f23d1a6dae0>,76872,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,63,aut-10,PENCIL,can be used as a makeup tool to draw on eyebrows,Submitted,11,Alternate Uses Task,120,0,2026-01-08 18:18:41.293052+00:00,PENCIL,can be used as a makeup tool to draw on eyebrows,20.0,22.0,35.0,25.0,35.0,0.59,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: can be used as a makeup tool to draw on eyebrows"
<django.db.models.base.ModelState object at 0x7f23d1a6db70>,76873,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,64,aut-10,PENCIL,can be used in a fire as wood,Submitted,8,Alternate Uses Task,120,0,2026-01-08 18:18:41.297839+00:00,PENCIL,can be used in a fire as wood,15.0,15.0,35.0,15.0,15.0,0.49,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: can be used in a fire as wood"
<django.db.models.base.ModelState object at 0x7f23d1a6dc00>,76874,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,65,aut-10,PENCIL,can be used as a hair accessory to hold up hair ,Submitted,11,Alternate Uses Task,120,0,2026-01-08 18:18:41.302459+00:00,PENCIL,can be used as a hair accessory to hold up hair,20.0,22.0,35.0,15.0,30.0,0.52,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: can be used as a hair accessory to hold up hair "
<django.db.models.base.ModelState object at 0x7f23d1a6dc90>,76875,rebeaty,7H4H7DwVobsViprPNEB4jm,6773f9ecbf8a434754bdbdab,66,aut-10,PENCIL,can be used to sharpen knives ,Submitted,6,Alternate Uses Task,120,0,2026-01-08 18:18:41.306950+00:00,PENCIL,can be used to sharpen knives,20.0,28.0,45.0,25.0,20.0,0.44,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object PENCIL is: can be used to sharpen knives "
<django.db.models.base.ModelState object at 0x7f23d1a6e740>,76896,rebeaty,7H4H7DwVobsViprPNEB4jm,66ff44c7da088df3cdf9cd0f,87,aut-4,BUCKET,get water to drink,Submitted,4,Alternate Uses Task,120,0,2026-01-08 18:20:45.848928+00:00,BUCKET,get water to drink,10.0,12.0,10.0,10.0,10.0,0.31,CLAUS,"Identify how surprising, creative, unexpected, or interesting the following alternative use for the object BUCKET is: get water to drink"
