_state,id,researcher_id,experiment_id,participant_id,trial_num,item_id,item,response,timelimit,word_count,task_type,time_per_trial,left_page,created_at,item_unified,response_unified,google_creativity,anthropic_creativity,xai_creativity,kimi_creativity,mistral_creativity
<django.db.models.base.ModelState object at 0x7f23d2318610>,71360,rebeaty,7H4H7DwVobsViprPNEB4jm,5ff07b5ee7a1d23e719e421e,98,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Certain hours of the day that allow only trucks or cars.,Submitted,11,Design Problems,120,0,2026-01-08 13:46:05.549843+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Certain hours of the day that allow only trucks or cars.,20.0,22.0,20.0,,
<django.db.models.base.ModelState object at 0x7f23d23195d0>,71388,rebeaty,7H4H7DwVobsViprPNEB4jm,5751b9a8702d130006285f79,3,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,"solar panels above public spaces like parking lots, park shelters, etc.",Submitted,11,Design Problems,120,1,2026-01-08 13:46:51.903869+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,"solar panels above public spaces like parking lots, park shelters, etc.",20.0,22.0,25.0,,
<django.db.models.base.ModelState object at 0x7f23d2319660>,71389,rebeaty,7H4H7DwVobsViprPNEB4jm,5751b9a8702d130006285f79,4,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,solar panels on top of cars,Submitted,6,Design Problems,120,2,2026-01-08 13:46:51.907143+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,solar panels on top of cars,20.0,28.0,20.0,,
<django.db.models.base.ModelState object at 0x7f23d2319c90>,71400,rebeaty,7H4H7DwVobsViprPNEB4jm,62e02b26e879244a99e852fa,56,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Make roads double decker,Submitted,4,Design Problems,120,0,2026-01-08 13:47:09.480470+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Make roads double decker,20.0,18.0,25.0,,
<django.db.models.base.ModelState object at 0x7f23d2319d20>,71401,rebeaty,7H4H7DwVobsViprPNEB4jm,62e02b26e879244a99e852fa,57,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,create an infrastructure to make picking up strangers more convenient,Submitted,10,Design Problems,120,0,2026-01-08 13:47:09.483805+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,create an infrastructure to make picking up strangers more convenient,25.0,28.0,25.0,,
<django.db.models.base.ModelState object at 0x7f23d2319e40>,71403,rebeaty,7H4H7DwVobsViprPNEB4jm,652ae54b698bbd5c18c0c90e,93,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,a talking/verbal system where they can input important tasks and it will automatically remind them throughout the day,Submitted,19,Design Problems,120,0,2026-01-08 13:47:40.214717+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,a talking/verbal system where they can input important tasks and it will automatically remind them throughout the day,15.0,22.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2319ed0>,71404,rebeaty,7H4H7DwVobsViprPNEB4jm,652ae54b698bbd5c18c0c90e,94,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,"visual reminders, so pop up on phone or tv that ask if they have done important tasks",Submitted,17,Design Problems,120,0,2026-01-08 13:47:40.218095+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,"visual reminders, so pop up on phone or tv that ask if they have done important tasks",15.0,18.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d2319f60>,71405,rebeaty,7H4H7DwVobsViprPNEB4jm,652ae54b698bbd5c18c0c90e,95,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,a smart watch that vibrates and asks if they have carried out important tasks or remembered them?,Submitted,17,Design Problems,120,0,2026-01-08 13:47:40.221279+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,a smart watch that vibrates and asks if they have carried out important tasks or remembered them?,20.0,28.0,20.0,,
<django.db.models.base.ModelState object at 0x7f23d231a7d0>,71420,rebeaty,7H4H7DwVobsViprPNEB4jm,5ff07b5ee7a1d23e719e421e,100,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,In all new developments offer only renewable energy sources.,Submitted,9,Design Problems,120,0,2026-01-08 13:48:09.865559+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,In all new developments offer only renewable energy sources.,15.0,18.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d231a860>,71421,rebeaty,7H4H7DwVobsViprPNEB4jm,5ff07b5ee7a1d23e719e421e,101,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,Make it easy and inexpensive to use renewable energy sources.,Submitted,10,Design Problems,120,0,2026-01-08 13:48:09.868814+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,Make it easy and inexpensive to use renewable energy sources.,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d231a8f0>,71422,rebeaty,7H4H7DwVobsViprPNEB4jm,5ff07b5ee7a1d23e719e421e,102,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,Have classes to teach about these sources and how easy and bette they are,Submitted,14,Design Problems,120,0,2026-01-08 13:48:09.871903+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,Have classes to teach about these sources and how easy and bette they are,15.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d231b940>,71451,rebeaty,7H4H7DwVobsViprPNEB4jm,5751b9a8702d130006285f79,6,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,convenient high speed train lines ,Submitted,5,Design Problems,120,0,2026-01-08 13:49:00.848630+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,convenient high speed train lines,15.0,18.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d231b9d0>,71452,rebeaty,7H4H7DwVobsViprPNEB4jm,5751b9a8702d130006285f79,7,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,more public trans,Time Limit Hit,3,Design Problems,120,0,2026-01-08 13:49:00.851740+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,more public trans,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d231ba60>,71453,rebeaty,7H4H7DwVobsViprPNEB4jm,676060d8382a3f0292c2c788,42,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,classic stair lift,Submitted,3,Design Problems,120,0,2026-01-08 13:49:02.654166+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,classic stair lift,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d231baf0>,71454,rebeaty,7H4H7DwVobsViprPNEB4jm,676060d8382a3f0292c2c788,43,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,robot legs,Submitted,2,Design Problems,120,0,2026-01-08 13:49:02.657330+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,robot legs,25.0,28.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d231bb80>,71455,rebeaty,7H4H7DwVobsViprPNEB4jm,676060d8382a3f0292c2c788,44,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,robot assistance to prevent falls,Submitted,5,Design Problems,120,0,2026-01-08 13:49:02.660249+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,robot assistance to prevent falls,20.0,22.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d231bc10>,71456,rebeaty,7H4H7DwVobsViprPNEB4jm,676060d8382a3f0292c2c788,45,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,slide to get down stairs,Submitted,5,Design Problems,120,1,2026-01-08 13:49:02.663163+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,slide to get down stairs,20.0,28.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d231bd30>,71458,rebeaty,7H4H7DwVobsViprPNEB4jm,62e02b26e879244a99e852fa,59,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,build a network of cables so energy can be transferred from sunnier places to less sunny places,Submitted,17,Design Problems,120,0,2026-01-08 13:49:13.365351+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,build a network of cables so energy can be transferred from sunnier places to less sunny places,25.0,28.0,20.0,,
<django.db.models.base.ModelState object at 0x7f23d231bdc0>,71459,rebeaty,7H4H7DwVobsViprPNEB4jm,62e02b26e879244a99e852fa,60,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,Build enormous battery farms to store excess energy. ,Submitted,8,Design Problems,120,0,2026-01-08 13:49:13.368531+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,Build enormous battery farms to store excess energy.,15.0,22.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d232c1f0>,71466,rebeaty,7H4H7DwVobsViprPNEB4jm,652ae54b698bbd5c18c0c90e,97,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,"sensors on each step that activate a speaker that says ""next step incoming"" or something along those lines",Submitted,18,Design Problems,120,0,2026-01-08 13:49:46.279489+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,"sensors on each step that activate a speaker that says ""next step incoming"" or something along those lines",20.0,22.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d232c280>,71467,rebeaty,7H4H7DwVobsViprPNEB4jm,652ae54b698bbd5c18c0c90e,98,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,"rails on each side of the stairs, on multiple different height levels so they could be supported whether standing upright or bent over a bit",Submitted,25,Design Problems,120,0,2026-01-08 13:49:46.282734+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,"rails on each side of the stairs, on multiple different height levels so they could be supported whether standing upright or bent over a bit",20.0,18.0,20.0,,
<django.db.models.base.ModelState object at 0x7f23d232c310>,71468,rebeaty,7H4H7DwVobsViprPNEB4jm,652ae54b698bbd5c18c0c90e,99,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,bright lig,Time Limit Hit,2,Design Problems,120,0,2026-01-08 13:49:46.285922+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,bright lig,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d232dc60>,71513,rebeaty,7H4H7DwVobsViprPNEB4jm,676060d8382a3f0292c2c788,47,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,AI verbal reminder system,Submitted,4,Design Problems,120,0,2026-01-08 13:51:07.760610+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,AI verbal reminder system,15.0,18.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d232dcf0>,71514,rebeaty,7H4H7DwVobsViprPNEB4jm,676060d8382a3f0292c2c788,48,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,whiteboard wall ,Submitted,2,Design Problems,120,0,2026-01-08 13:51:07.763830+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,whiteboard wall,15.0,18.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d232dd80>,71515,rebeaty,7H4H7DwVobsViprPNEB4jm,676060d8382a3f0292c2c788,49,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,AI assistant ,Submitted,2,Design Problems,120,0,2026-01-08 13:51:07.766938+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,AI assistant,10.0,28.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d232de10>,71516,rebeaty,7H4H7DwVobsViprPNEB4jm,676060d8382a3f0292c2c788,50,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,mobile calendar app,Submitted,3,Design Problems,120,0,2026-01-08 13:51:07.770020+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,mobile calendar app,10.0,18.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d232dea0>,71517,rebeaty,7H4H7DwVobsViprPNEB4jm,676060d8382a3f0292c2c788,51,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,human carer ,Submitted,2,Design Problems,120,0,2026-01-08 13:51:07.772914+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,human carer,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d232dfc0>,71519,rebeaty,7H4H7DwVobsViprPNEB4jm,5751b9a8702d130006285f79,8,dp-10,Develop as many design ideas as you can to improve access to clean water in remote areas.,building wells,Submitted,2,Design Problems,120,1,2026-01-08 13:51:13.058109+00:00,Develop as many design ideas as you can to improve access to clean water in remote areas.,building wells,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d232e050>,71520,rebeaty,7H4H7DwVobsViprPNEB4jm,5751b9a8702d130006285f79,9,dp-10,Develop as many design ideas as you can to improve access to clean water in remote areas.,collecting rainwater,Submitted,2,Design Problems,120,2,2026-01-08 13:51:13.061125+00:00,Develop as many design ideas as you can to improve access to clean water in remote areas.,collecting rainwater,10.0,18.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d232e0e0>,71521,rebeaty,7H4H7DwVobsViprPNEB4jm,5751b9a8702d130006285f79,10,dp-10,Develop as many design ideas as you can to improve access to clean water in remote areas.,water transported from other places,Submitted,5,Design Problems,120,4,2026-01-08 13:51:13.064054+00:00,Develop as many design ideas as you can to improve access to clean water in remote areas.,water transported from other places,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d232e200>,71523,rebeaty,7H4H7DwVobsViprPNEB4jm,62e02b26e879244a99e852fa,62,dp-10,Develop as many design ideas as you can to improve access to clean water in remote areas.,build more water pipelines,Submitted,4,Design Problems,120,0,2026-01-08 13:51:16.708705+00:00,Develop as many design ideas as you can to improve access to clean water in remote areas.,build more water pipelines,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d232e290>,71524,rebeaty,7H4H7DwVobsViprPNEB4jm,62e02b26e879244a99e852fa,63,dp-10,Develop as many design ideas as you can to improve access to clean water in remote areas.,build rain collection facilities,Submitted,4,Design Problems,120,0,2026-01-08 13:51:16.711918+00:00,Develop as many design ideas as you can to improve access to clean water in remote areas.,build rain collection facilities,10.0,22.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d232e560>,71529,rebeaty,7H4H7DwVobsViprPNEB4jm,652ae54b698bbd5c18c0c90e,100,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,Money incentives for households that use renewable energy sources,Submitted,9,Design Problems,120,0,2026-01-08 13:51:50.592132+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,Money incentives for households that use renewable energy sources,15.0,18.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d232e5f0>,71530,rebeaty,7H4H7DwVobsViprPNEB4jm,652ae54b698bbd5c18c0c90e,101,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,Clear individual comparisons for companies of households on difference and impact financially and energy wise for using renewable energy compared to original energy sources,Submitted,24,Design Problems,120,0,2026-01-08 13:51:50.595414+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,Clear individual comparisons for companies of households on difference and impact financially and energy wise for using renewable energy compared to original energy sources,20.0,22.0,20.0,,
<django.db.models.base.ModelState object at 0x7f23d232e680>,71531,rebeaty,7H4H7DwVobsViprPNEB4jm,652ae54b698bbd5c18c0c90e,102,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,Examples and showing benefits in easy to understand ways,Submitted,9,Design Problems,120,0,2026-01-08 13:51:50.598549+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,Examples and showing benefits in easy to understand ways,10.0,25.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d232e7a0>,71533,rebeaty,7H4H7DwVobsViprPNEB4jm,6156fef09d1ab07148870099,8,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,stop fossil fuel being available,Submitted,5,Design Problems,120,0,2026-01-08 13:51:51.045834+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,stop fossil fuel being available,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d232e830>,71534,rebeaty,7H4H7DwVobsViprPNEB4jm,6156fef09d1ab07148870099,9,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,pay to upgrade everyone homes so it doenst cost them,Submitted,10,Design Problems,120,0,2026-01-08 13:51:51.048902+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,pay to upgrade everyone homes so it doenst cost them,15.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d232e8c0>,71535,rebeaty,7H4H7DwVobsViprPNEB4jm,6156fef09d1ab07148870099,10,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,"fine companies that are not 100% and dont allow them to pass it on to customers, comes from shareholders/profits etc",Submitted,21,Design Problems,120,0,2026-01-08 13:51:51.051891+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,"fine companies that are not 100% and dont allow them to pass it on to customers, comes from shareholders/profits etc",15.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d232e950>,71536,rebeaty,7H4H7DwVobsViprPNEB4jm,6156fef09d1ab07148870099,11,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,make it cheaper to use renwables,Submitted,6,Design Problems,120,0,2026-01-08 13:51:51.054806+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,make it cheaper to use renwables,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233c130>,71578,rebeaty,7H4H7DwVobsViprPNEB4jm,5751b9a8702d130006285f79,12,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,an app designed specifically for people with memory impairments to remember important tasks by inputing the tasks with reminder notifications,Submitted,20,Design Problems,120,0,2026-01-08 13:53:18.390155+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,an app designed specifically for people with memory impairments to remember important tasks by inputing the tasks with reminder notifications,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233c250>,71580,rebeaty,7H4H7DwVobsViprPNEB4jm,62e02b26e879244a99e852fa,65,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,make more stairs into escalators,Submitted,5,Design Problems,120,0,2026-01-08 13:53:20.108717+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,make more stairs into escalators,15.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233c2e0>,71581,rebeaty,7H4H7DwVobsViprPNEB4jm,62e02b26e879244a99e852fa,66,dp-6,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,add more rails to hold onto where there aren't any.,Submitted,11,Design Problems,120,0,2026-01-08 13:53:20.111854+00:00,Develop as many design ideas as you can to help people with mobility impairments navigate stairs.,add more rails to hold onto where there aren't any.,15.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233c5b0>,71586,rebeaty,7H4H7DwVobsViprPNEB4jm,676060d8382a3f0292c2c788,53,dp-10,Develop as many design ideas as you can to improve access to clean water in remote areas.,filtration systems ,Submitted,2,Design Problems,120,0,2026-01-08 13:53:42.124972+00:00,Develop as many design ideas as you can to improve access to clean water in remote areas.,filtration systems,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233c640>,71587,rebeaty,7H4H7DwVobsViprPNEB4jm,676060d8382a3f0292c2c788,54,dp-10,Develop as many design ideas as you can to improve access to clean water in remote areas.,wells,Submitted,1,Design Problems,120,0,2026-01-08 13:53:42.128255+00:00,Develop as many design ideas as you can to improve access to clean water in remote areas.,wells,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233c6d0>,71588,rebeaty,7H4H7DwVobsViprPNEB4jm,676060d8382a3f0292c2c788,55,dp-10,Develop as many design ideas as you can to improve access to clean water in remote areas.,pumps to extract ground water,Submitted,5,Design Problems,120,0,2026-01-08 13:53:42.131251+00:00,Develop as many design ideas as you can to improve access to clean water in remote areas.,pumps to extract ground water,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233cac0>,71595,rebeaty,7H4H7DwVobsViprPNEB4jm,5d66f49c531d6e0001e99e8a,23,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,give incentives to encourage people to switch to renewable energy,Submitted,10,Design Problems,120,0,2026-01-08 13:54:30.918910+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,give incentives to encourage people to switch to renewable energy,10.0,18.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233cb50>,71596,rebeaty,7H4H7DwVobsViprPNEB4jm,5d66f49c531d6e0001e99e8a,24,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,promote renewable energy more,Submitted,4,Design Problems,120,0,2026-01-08 13:54:30.921961+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,promote renewable energy more,10.0,12.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233cbe0>,71597,rebeaty,7H4H7DwVobsViprPNEB4jm,5d66f49c531d6e0001e99e8a,25,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,educate people about the benefits of renewable energy,Submitted,8,Design Problems,120,0,2026-01-08 13:54:30.924873+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,educate people about the benefits of renewable energy,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233cc70>,71598,rebeaty,7H4H7DwVobsViprPNEB4jm,5d66f49c531d6e0001e99e8a,26,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,make use of non renewable sources banned,Submitted,7,Design Problems,120,0,2026-01-08 13:54:30.927765+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,make use of non renewable sources banned,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233cd00>,71599,rebeaty,7H4H7DwVobsViprPNEB4jm,5d66f49c531d6e0001e99e8a,27,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,phase out use of non renewable sources so people have to switch,Submitted,12,Design Problems,120,0,2026-01-08 13:54:30.930640+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,phase out use of non renewable sources so people have to switch,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233cd90>,71600,rebeaty,7H4H7DwVobsViprPNEB4jm,5d66f49c531d6e0001e99e8a,28,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,"hold a competition for people who only use renewable energy, so they want to win",Submitted,15,Design Problems,120,0,2026-01-08 13:54:30.933529+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,"hold a competition for people who only use renewable energy, so they want to win",20.0,28.0,25.0,,
<django.db.models.base.ModelState object at 0x7f23d233ce20>,71601,rebeaty,7H4H7DwVobsViprPNEB4jm,5d66f49c531d6e0001e99e8a,29,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,lower price of renewable energy so it's cheaper/affordable,Submitted,10,Design Problems,120,0,2026-01-08 13:54:30.936381+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,lower price of renewable energy so it's cheaper/affordable,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233ceb0>,71602,rebeaty,7H4H7DwVobsViprPNEB4jm,5d66f49c531d6e0001e99e8a,30,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,guilt trip people into needing to be sustainable,Submitted,8,Design Problems,120,0,2026-01-08 13:54:30.939257+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,guilt trip people into needing to be sustainable,15.0,18.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233dba0>,71625,rebeaty,7H4H7DwVobsViprPNEB4jm,62e02b26e879244a99e852fa,68,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,teach people to write important things down whenever they occur,Submitted,10,Design Problems,120,0,2026-01-08 13:55:23.504108+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,teach people to write important things down whenever they occur,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233dc30>,71626,rebeaty,7H4H7DwVobsViprPNEB4jm,62e02b26e879244a99e852fa,69,dp-8,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,teach them tricks to help them remember things.,Submitted,8,Design Problems,120,0,2026-01-08 13:55:23.507350+00:00,Develop as many design ideas as you can to assist people with memory impairments remember important tasks.,teach them tricks to help them remember things.,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233e380>,71639,rebeaty,7H4H7DwVobsViprPNEB4jm,676060d8382a3f0292c2c788,57,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,monetary incentives ,Submitted,2,Design Problems,120,0,2026-01-08 13:56:01.956943+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,monetary incentives,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233e410>,71640,rebeaty,7H4H7DwVobsViprPNEB4jm,676060d8382a3f0292c2c788,58,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,eco tower apartments in cities - fully powered by renewable energy like solar panels and wind turbines,Submitted,16,Design Problems,120,1,2026-01-08 13:56:01.960038+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,eco tower apartments in cities - fully powered by renewable energy like solar panels and wind turbines,20.0,22.0,20.0,,
<django.db.models.base.ModelState object at 0x7f23d233e4a0>,71641,rebeaty,7H4H7DwVobsViprPNEB4jm,676060d8382a3f0292c2c788,59,dp-2,Develop as many design ideas as you can to increase the use of renewable energy sources.,lower rates for homes with renewable energy,Submitted,7,Design Problems,120,2,2026-01-08 13:56:01.963005+00:00,Develop as many design ideas as you can to increase the use of renewable energy sources.,lower rates for homes with renewable energy,15.0,18.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233e5c0>,71643,rebeaty,7H4H7DwVobsViprPNEB4jm,5d66f49c531d6e0001e99e8a,32,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Make public transport cheaper,Submitted,4,Design Problems,120,0,2026-01-08 13:56:35.573864+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Make public transport cheaper,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233e650>,71644,rebeaty,7H4H7DwVobsViprPNEB4jm,5d66f49c531d6e0001e99e8a,33,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Design the roads better to allow more vehicles,Submitted,8,Design Problems,120,0,2026-01-08 13:56:35.577039+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,Design the roads better to allow more vehicles,10.0,15.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233e6e0>,71645,rebeaty,7H4H7DwVobsViprPNEB4jm,5d66f49c531d6e0001e99e8a,34,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,give incentives for using different modes of transport,Submitted,8,Design Problems,120,0,2026-01-08 13:56:35.580105+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,give incentives for using different modes of transport,15.0,22.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233e770>,71646,rebeaty,7H4H7DwVobsViprPNEB4jm,5d66f49c531d6e0001e99e8a,35,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,educate people on the environmental impact of driving,Submitted,8,Design Problems,120,0,2026-01-08 13:56:35.583171+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,educate people on the environmental impact of driving,15.0,18.0,10.0,,
<django.db.models.base.ModelState object at 0x7f23d233e800>,71647,rebeaty,7H4H7DwVobsViprPNEB4jm,5d66f49c531d6e0001e99e8a,36,dp-16,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,make the traffic system more efficient,Submitted,6,Design Problems,120,0,2026-01-08 13:56:35.586124+00:00,Develop as many design ideas as you can to reduce traffic congestion in mega cities.,make the traffic system more efficient,10.0,15.0,10.0,,
